id	lila_id	Headword 	Definition 	Part of Speech 	Semantic Group 	Frequency Rank
DCC488	lilaLemma:116738	perdō -dere -didī -ditum 	destroy 	Verb: 3rd Conjugation -ō	Violence 	488
DCC489	lilaLemma:121355	quamvīs 	"however you like; although "	Adverb 	Conjunctions/Adverbs 	489
DCC490	lilaLemma:127823	tener -era -erum 	tender 	Adjective: 1st and 2nd Declension	Other Senses 	490
DCC491	lilaLemma:97523	currus -ūs m. 	chariot 	Noun: 4th Declension	Athletics 	491
DCC492	lilaLemma:119429	precor -ārī 	pray, invoke 	Verb: Deponent 	Religion 	492
DCC493	lilaLemma:89075	anima -ae f. 	breath, spirit 	Noun: 1st Declension	Life and Being 	493
DCC494	lilaLemma:96293	contingō -tingere -tigī -tactum 	touch, be contiguous to 	Verb: 3rd Conjugation -ō	Place 	494
DCC495	lilaLemma:110394	lībertās -ātis f. 	freedom 	Noun: 3rd Declension	The City 	495
DCC496	lilaLemma:124560	servus -ī m. 	slave 	Noun: 2nd Declension	The Household 	496
DCC497	lilaLemma:125195	soror -ōris f. 	sister 	Noun: 3rd Declension	The Household 	497
DCC498	lilaLemma:104173	fluctus -ūs m 	flood, billow, surf 	Noun: 4th Declension	Earth and Water 	498
DCC499	lilaLemma:121267	quīppe 	(adv.) indeed, surely 	Adverb 	Conjunctions/Adverbs 	499
DCC500	lilaLemma:102038	exigō -igere -ēgī -āctum 	"drive out; collect "	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	500
DCC501	lilaLemma:103084	fēmina -ae f. 	woman 	Noun: 1st Declension	People 	501
DCC502	lilaLemma:113697	nimius -a -um 	too much, excessive 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	502
DCC503	lilaLemma:102847	fallō fallere fefellī falsum 	deceive 	Verb: 3rd Conjugation -ō	Deception 	503
DCC504	lilaLemma:112442	mīror mīrārī mīrātus sum 	wonder at, marvel at (+ acc.) 	Verb: Deponent 	Emotions 	504
DCC505	lilaLemma:94447	classis -is f. 	class, division, fleet 	Noun: 3rd Declension	War and Peace 	505
DCC506	lilaLemma:124004	sedeō sedēre sēdī sessum 	sit 	Verb: 2nd Conjugation	The House 	506
DCC507	lilaLemma:136256	singulī -ae -a 	one each 	Adjective: 1st and 2nd Declension	Measurement 	507
DCC508	lilaLemma:113105	mūrus -ī m. 	wall 	Noun: 2nd Declension	The House 	508
DCC509	lilaLemma:113754	noceō nocēre nocuī 	harm 	Verb: 2nd Conjugation	Violence 	509
DCC510	lilaLemma:121289	quoniam 	since, seeing that 	Conjunction 	Conjunctions/Adverbs 	510
DCC511	lilaLemma:103040	fax facis f. 	torch 	Noun: 3rd Declension	Air and Fire 	511
DCC512	lilaLemma:108367	intellegō -legere -lēxī -lēctum: 	understand 	Verb: 3rd Conjugation -ō	Education/Knowledge 	512
DCC513	lilaLemma:109224	iungō iungere iūnxī iūnctum 	join 	Verb: 3rd Conjugation -ō	Making/Doing 	513
DCC514	lilaLemma:88001	afferō afferre attulī allātum 	bring to 	Verb: Irregular 	Verbs of Transport 	514
DCC515	lilaLemma:97288	cōgitō -āre 	think, reflect 	Verb: 1st Conjugation	Education/Knowledge 	515
DCC516	lilaLemma:110503	līmen līminis n. 	threshold 	Noun: 3rd Declension	The House 	516
DCC517	lilaLemma:120358	pūblicus -a -um 	public, belonging to the state 	Adjective: 1st and 2nd Declension	The City 	517
DCC518	lilaLemma:121157	queror querī questus sum 	complain of, lament 	Verb: Deponent 	Emotions 	518
DCC519	lilaLemma:101975	exemplum -ī n. 	example, sample, copy 	Noun: 2nd Declension	Speech/Oratory 	519
DCC520	lilaLemma:119456	prex precis f. 	prayers, entreaties 	Noun: 3rd Declension	Religion 	520
DCC521	lilaLemma:100176	dubitō -āre 	hesitate, doubt 	Verb: 1st Conjugation	Education/Knowledge 	521
DCC522	lilaLemma:114729	odium -ī n. 	hatred 	Noun: 2nd Declension	Emotions 	522
DCC523	lilaLemma:104012	fundō fundere fūdī fūsum 	pour, scatter 	Verb: 3rd Conjugation -ō	Earth and Water 	523
DCC524	lilaLemma:104031	fūnus fūneris n. 	"funeral; death; dead body "	Noun: 3rd Declension	Religion 	524
DCC525	lilaLemma:113625	nesciō -scīre 	not know, be ignorant 	Verb: 4th Conjugation	Education/Knowledge 	525
DCC526	lilaLemma:119509	prior prius 	earlier, preceding 	Adjective: 3rd Declension	Time 	526
DCC527	lilaLemma:130872	ūsque 	"up to; continuously "	Adverb 	Time 	527
DCC528	lilaLemma:100177	dubius -a -um 	"doubtful; (as subst.) a doubt; sine dubiō, without a doubt, certainly "	Adjective: 1st and 2nd Declension	Deception 	528
DCC529	lilaLemma:127805	tendō tendere tetendī tentum 	stretch, extend, direct (one’s steps or course) 	Verb: 3rd Conjugation -ō	Travel 	529
DCC530	lilaLemma:116369	pecūnia -ae f. 	money 	Noun: 1st Declension	Business/Money 	530
DCC531	lilaLemma:121350	quemadmodum 	in what manner, how 	Adverb 	Pronouns/Interrogatives 	531
DCC532	lilaLemma:125240	spargō spargere sparsī sparsum 	scatter 	Verb: 3rd Conjugation -ō	Earth and Water 	532
DCC533	lilaLemma:128764	trēs tria 	three 	Adjective: Numeral 	Measurement 	533
DCC534	lilaLemma:127620	tangō tangere tetigī tāctum 	touch 	Verb: 3rd Conjugation -ō	Other Senses 	534
DCC535	lilaLemma:122740	respondeō -spondēre -spondī -spōnsum 	answer 	Verb: 2nd Conjugation	Speech/Oratory 	535
DCC536	lilaLemma:128271	timor -ōris m. 	fear 	Noun: 3rd Declension	Emotions 	536
DCC537	lilaLemma:119934	properō -āre 	hasten, speed 	Verb: 1st Conjugation	Motion 	537
DCC538	lilaLemma:126085	subeō -īre -iī -itum 	"go under; endure "	Verb: Irregular 	Motion 	538
DCC539	lilaLemma:129509	valeō valēre valuī 	"be strong, excel, be valid, prevail; valē: farewell! "	Verb: 2nd Conjugation	Social Life 	539
DCC540	lilaLemma:95677	condō -dere -didī -ditum 	"build, found; store up; hide, conceal "	Verb: 3rd Conjugation -ō	The City 	540
DCC541	lilaLemma:113531	nefās n. indecl. 	impiety, wickedness 	Noun: Indeclinable 	Justice 	541
DCC542	lilaLemma:121288	quondam 	formerly, once 	Adverb 	Time 	542
DCC543	lilaLemma:90873	auxilium -ī n. 	"support, assistance; (pl.) auxiliary forces "	Noun: 2nd Declension	War and Peace 	543
DCC544	lilaLemma:98882	dēserō -ere dēseruī dēsertum 	leave, desert, abandon 	Verb: 3rd Conjugation -ō	Motion 	544
DCC545	lilaLemma:113946	nūdus -a -um 	naked, bare 	Adjective: 1st and 2nd Declension	The Body 	545
DCC546	lilaLemma:90615	auctor -ōris m. 	originator, founder 	Noun: 3rd Declension	Writing/Poetry 	546
DCC547	lilaLemma:89082	animal -ālis n. 	a living being, an animal 	Noun: 3rd Declension	Animals/Plants 	547
DCC548	lilaLemma:98168	decus decoris n. 	"beauty, grace; ornament, glory, honor "	Noun: 3rd Declension	Personality Traits/Characteristics 	548
DCC549	lilaLemma:123276	salūs -ūtis f. 	health, safety 	Noun: 3rd Declension	Life and Being 	549
DCC550	lilaLemma:116202	pateō patēre patuī 	"lie open, extend; be evident or obvious "	Verb: 2nd Conjugation	Geography 	550
DCC551	lilaLemma:122853	rogō -āre 	ask 	Verb: 1st Conjugation	Speech/Oratory 	551
DCC552	lilaLemma:130980	uxor uxōris f. 	wife 	Noun: 3rd Declension	The Household 	552
DCC553	lilaLemma:86873	abeō -īre -iī -itum 	go away 	Verb: Irregular 	Motion 	553
DCC554	lilaLemma:122542	regō regere rēxī rēctum 	guide, rule 	Verb: 3rd Conjugation -ō	The City 	554
DCC555	lilaLemma:87420	adeō 	(adv.) to such a degree, so 	Adverb 	Conjunctions/Adverbs 	555
DCC556	lilaLemma:90671	auferō auferre abstulī ablātum 	take away 	Verb: Irregular 	Verbs of Transport 	556
DCC557	lilaIpoLemma:110678	quantum 	(adv.) how much? how greatly? how much! how greatly! as much as 	Adverb 	Pronouns/Interrogatives 	557
DCC558	lilaLemma:80013	senex -is m. 	"old man, elder; senior, older "	Noun: 3rd Declension	People 	558
DCC559	lilaLemma:103845	frōns frontis f. 	"forehead, brow; front "	Noun: 3rd Declension	The Body 	559
DCC560	lilaLemma:119992	propter 	because of (+ acc.) 	Preposition 	Non-Directional Prepositions 	560
DCC561	lilaLemma:121678	rēgius -a -um 	kingly, royal 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	561
DCC562	lilaLemma:97348	currō currere cucurrī cursum 	run 	Verb: 3rd Conjugation -ō	Athletics 	562
DCC563	lilaLemma:116455	pellō pellere pepulī pulsum 	strike, beat, push, drive 	Verb: 3rd Conjugation -ō	Violence 	563
DCC564	lilaLemma:99925	dīves dīvitis 	rich (poet. dīs, dītis) 	Adjective: 3rd Declension	Business/Money 	564
DCC565	lilaLemma:109171	iūdicō -āre 	judge, decide 	Verb: 1st Conjugation	Justice 	565
DCC566	lilaLemma:116374	pecus -oris n. 	cattle, sheep 	Noun: 3rd Declension	Animals/Plants 	566
DCC567	lilaIpoLemma:110681	potēns potentis 	able, powerful 	Adjective: 3rd Declension	Personality Traits/Characteristics 	567
DCC568	lilaLemma:123840	scrībō scrībere scrīpsī scrīptum 	write 	Verb: 3rd Conjugation -ō	Writing/Poetry 	568
DCC569	lilaLemma:120421	pulcher -chra -chrum 	beautiful 	Adjective: 1st and 2nd Declension	Vision 	569
DCC570	lilaLemma:126307	surgō surgere surrēxī surrēctum 	rise 	Verb: 3rd Conjugation -ō	Earth and Water 	570
DCC571	lilaIpoLemma:110680	cēterum 	for the rest, in addition, however that may be 	Adverb 	Pronouns/Interrogatives 	571
DCC572	lilaLemma:92848	careō -ēre -uī 	lack (+ abl.) 	Verb: 2nd Conjugation	Business/Money 	572
DCC573	lilaLemma:100627	efficiō -ficere -fēcī -fectum 	"bring about, complete; render (+ ut + subj.) "	Verb: 3rd Conjugation -iō	Making/Doing 	573
DCC574	lilaLemma:114887	ōlim 	formerly, at that time 	Adverb 	Time 	574
DCC575	lilaLemma:124494	sermō -ōnis m. 	conversation, discourse 	Noun: 3rd Declension	Speech/Oratory 	575
DCC576	lilaLemma:101981	exerceō -ercēre -ercuī -ercitum 	train, exercise, carry on 	Verb: 2nd Conjugation	Athletics 	576
DCC577	lilaLemma:104801	gradus -ūs m. 	"step, pace; grade, rank "	Noun: 4th Declension	War and Peace 	577
DCC578	lilaLemma:88103	agitō -āre 	drive 	Verb: 1st Conjugation	Verbs of Compelling/Directing 	578
DCC579	lilaLemma:103683	forte 	by chance 	Adverb 	Religion 	579
DCC580	lilaLemma:105645	honestus -a -um 	honorable 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	580
DCC581	lilaLemma:112802	moror morārī morātus sum 	delay 	Verb: Deponent 	Time 	581
DCC582	lilaLemma:119215	praesidium -ī n. 	garrison, protection 	Noun: 2nd Declension	War and Peace 	582
DCC583	lilaLemma:125138	sonō sonāre sonuī sonitum 	sound, resound 	Verb: 1st Conjugation	Other Senses 	583
DCC584	lilaLemma:118687	praebeō -ēre -uī -itum 	furnish, supply, render 	Verb: 2nd Conjugation	Verbs of Transport 	584
DCC585	lilaLemma:121675	regiō -ōnis f. 	boundary, region 	Noun: 3rd Declension	Geography 	585
DCC586	lilaLemma:124342	sententia -ae f. 	opinion, judgment 	Noun: 1st Declension	Education/Knowledge 	586
DCC587	lilaLemma:87184	ācer ācris ācre 	sharp, piercing 	Adjective: 3rd Declension	Other Senses 	587
DCC588	lilaLemma:127064	suprā 	above, beyond (adv. and prep. +acc.) 	Preposition 	Place 	588
DCC588	lilaLemma:127065	suprā 	above, beyond (adv. and prep. +acc.) 	Preposition 	Place 	588
DCC589	lilaLemma:91883	brevis -e 	short, shallow, brief 	Adjective: 3rd Declension	Measurement 	589
DCC590	lilaIpoLemma:6520	citus -a -um 	"swift; citō swiftly "	Adjective: 1st and 2nd Declension	Time 	590
DCC591	lilaLemma:96624	cornu -ūs n. 	horn 	Noun: 4th Declension	Animals/Plants 	591
DCC592	lilaLemma:107816	ingrātus -a -um: 	unpleasant, disagreeable 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	592
DCC593	lilaLemma:113035	moenia -ium n. pl. 	walls, fortifications 	Noun: 3rd Declension	The City 	593
DCC594	lilaLemma:130236	vinculum -ī n. 	bond, fetter, tie 	Noun: 2nd Declension	War and Peace 	594
DCC595	lilaLemma:87421	adeō -īre -iī -itum 	go to 	Verb: Irregular 	Motion 	595
DCC596	lilaLemma:93624	cēterus -a -um 	the other, the others, the rest 	Adjective: 1st and 2nd Declension	Pronouns/Interrogatives 	596
DCC597	lilaLemma:101980	exeō -īre -iī -itum 	go forth 	Verb: Irregular 	Motion 	597
DCC598	lilaLemma:111408	mālō mālle māluī 	prefer 	Verb: Irregular 	Emotions 	598
DCC599	lilaLemma:125279	speciēs -ēī f. 	aspect, appearance 	Noun: 5th Declension	Vision 	599
DCC600	lilaLemma:130511	ultrā 	beyond, further (adv. and prep. + acc.) 	Preposition 	Place 	600
DCC600	lilaLemma:130512	ultrā 	beyond, further (adv. and prep. + acc.) 	Preposition 	Place 	600
DCC601	lilaIpoLemma:6308	certē 	certainly, surely 	Adverb 	Measurement 	601
DCC602	lilaLemma:106539	imperō -āre 	command, control 	Verb: 1st Conjugation	War and Peace 	602
DCC603	lilaIpoLemma:26555	male 	(adv.) badly 	Adverb 	Personality Traits/Characteristics 	603
DCC604	lilaLemma:119765	prohibeō -ēre -uī -itum 	restrain, keep away 	Verb: 2nd Conjugation	Verbs of Compelling/Directing 	604
DCC605	lilaLemma:94412	clāmor -ōris m. 	outcry, shout 	Noun: 3rd Declension	Speech/Oratory 	605
DCC606	lilaLemma:100087	dōnō -āre 	present with a gift (+ acc. of person and abl. of thing) 	Verb: 1st Conjugation	Social Life 	606
DCC607	lilaLemma:114811	officium -ī n. 	service, duty 	Noun: 2nd Declension	The City 	607
DCC608	lilaLemma:95164	committō -mittere -mīsī -missum 	"join, entrust to (+ dat.); perform, do "	Verb: 3rd Conjugation -ō	Social Life 	608
DCC609	lilaLemma:96925	crēscō crēscere crēvī crētum 	grow, increase 	Verb: 3rd Conjugation -ō	Animals/Plants 	609
DCC610	lilaLemma:87765	aequus -a -um 	equal 	Adjective: 1st and 2nd Declension	Justice 	610
DCC611	lilaLemma:104164	factum -ī n. 	deed, accomplishment 	Noun: 2nd Declension	Making/Doing 	611
DCC612	lilaLemma:92207	caedō caedere cecīdī caesum 	strike, kill, cut down 	Verb: 3rd Conjugation -ō	Violence 	612
DCC613	lilaLemma:102057	exīstimō -āre 	think, believe 	Verb: 1st Conjugation	Education/Knowledge 	613
DCC614	lilaLemma:87084	accēdō -cēdere -cessī -cessum 	approach 	Verb: 3rd Conjugation -ō	Motion 	614
DCC615	lilaLemma:96226	contemnō -temnere -tempsī -temptum 	despise, scorn, disdain 	Verb: 3rd Conjugation -ō	Emotions 	615
DCC616	lilaLemma:120366	pudor pudōris m. 	sense of shame, modesty, propriety 	Noun: 3rd Declension	Personality Traits/Characteristics 	616
DCC617	lilaLemma:87976	antīquus -a -um 	ancient, old-time, former 	Adjective: 1st and 2nd Declension	Lengths of Time 	617
DCC618	lilaLemma:89900	ārdeō ārdēre ārsī ārsum 	"blaze, glow; be eager "	Verb: 2nd Conjugation	Air and Fire 	618
DCC619	lilaLemma:106053	ibi 	there 	Adverb 	Place 	619
DCC620	lilaLemma:120189	prōvincia -ae f. 	"province; official duty "	Noun: 1st Declension	The City 	620
DCC621	lilaLemma:121084	quandō 	"when?; since; sī quandō: if ever "	Adverb 	Pronouns/Interrogatives 	621
DCC622	lilaLemma:97396	custōs custōdis m. 	guardian 	Noun: 3rd Declension	The Household 	622
DCC623	lilaLemma:126965	supersum -esse -fuī 	"remain, survive; be superfluous (to) "	Verb: Irregular 	Place 	623
DCC624	lilaLemma:98910	dēsinō -sinere -siī -situm 	leave off, cease 	Verb: 3rd Conjugation -ō	Motion 	624
DCC625	lilaLemma:103178	fessus -a -um 	weary, tired 	Adjective: 1st and 2nd Declension	Life and Being 	625
DCC626	lilaLemma:118801	praeda -ae f. 	booty, prey 	Noun: 1st Declension	War and Peace 	626
DCC627	lilaLemma:112000	memoria -ae f. 	recollection, memory 	Noun: 1st Declension	Education/Knowledge 	627
DCC628	lilaLemma:99932	dīvidō -ere dīvīsī dīvīsum 	divide, separate 	Verb: 3rd Conjugation -ō	Making/Doing 	628
DCC629	lilaLemma:119455	pretium -ī n. 	"price, worth, reward; pretium operae: a reward for trouble "	Noun: 2nd Declension	Business/Money 	629
DCC630	lilaLemma:118429	pontus -ī m. 	the open sea, the deep 	Noun: 2nd Declension	Earth and Water 	630
DCC631	lilaLemma:129584	varius -a -um 	changing, varied, various 	Adjective: 1st and 2nd Declension	Other Senses 	631
DCC632	lilaLemma:129693	vehō vehere vēxī vectum 	"carry; vehor vehī vectus sum: travel, ride "	Verb: 3rd Conjugation -ō	Travel 	632
DCC633	lilaIpoLemma:16178	falsus -a -um 	deceptive, false 	Adjective: 1st and 2nd Declension	Deception 	633
DCC634	lilaLemma:113672	niger nigra nigrum 	black 	Adjective: 1st and 2nd Declension	Vision 	634
DCC635	lilaLemma:115116	oppidum -ī n. 	town 	Noun: 2nd Declension	The City 	635
DCC636	lilaLemma:118410	pondus ponderis n. 	weight 	Noun: 3rd Declension	Measurement 	636
DCC637	lilaLemma:90169	arvum -ī n. 	ploughed land, field 	Noun: 2nd Declension	Animals/Plants 	637
DCC638	lilaLemma:90170	arx arcis f. 	"citadel, castle; summit "	Noun: 3rd Declension	The City 	638
DCC639	lilaLemma:125204	sors sortis f. 	"lot, fate, destiny; oracle "	Noun: 3rd Declension	Religion 	639
DCC640	lilaLemma:130275	vīnum -ī n. 	vine, wine 	Noun: 2nd Declension	Animals/Plants 	640
DCC641	lilaIpoLemma:13031	dīversus -a -um 	different, diverse 	Adjective: 1st and 2nd Declension	Other Senses 	641
DCC642	lilaLemma:115264	orior orīrī ortus sum 	arise, begin 	Verb: Deponent 	Time 	642
DCC643	lilaLemma:100515	ecce 	behold! 	Adverb 	Vision 	643
DCC644	lilaLemma:121083	quamquam 	however, although 	Conjunction 	Conjunctions/Adverbs 	644
DCC645	lilaLemma:95728	cōnferō cōnferre contulī collātum 	collect, bring to 	Verb: Irregular 	Verbs of Transport 	645
DCC646	lilaLemma:102757	facinus facinoris n. 	deed, crime 	Noun: 3rd Declension	Justice 	646
DCC647	lilaLemma:122776	retineō -tinēre -tinuī -tentum 	hold back, keep 	Verb: 2nd Conjugation	Verbs of Compelling/Directing 	647
DCC648	lilaLemma:125334	spērō -āre 	to hope 	Verb: 1st Conjugation	Emotions 	648
DCC649	lilaLemma:118610	plēbs plēbis f. 	the common people 	Noun: 3rd Declension	The City 	649
DCC650	lilaLemma:120407	pūgna -ae f. 	"fist-fight; battle "	Noun: 1st Declension	Violence 	650
DCC651	lilaLemma:122660	repetō -petere -petīvī -petītum 	"demand, exact; revisit; call to mind, recollect; repeat "	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	651
DCC652	lilaLemma:96146	cōnstituō -stituere -stituī -stitūtum 	establish, put together 	Verb: 3rd Conjugation -ō	Making/Doing 	652
DCC653	lilaLemma:98236	dēfendō -fendere -fendī -fēnsum 	defend, ward off 	Verb: 3rd Conjugation -ō	War and Peace 	653
DCC654	lilaLemma:111312	marītus -ī m. 	husband 	Noun: 2nd Declension	The Household 	654
DCC655	lilaLemma:93546	cernō cernere crēvī crētum 	discern, separate 	Verb: 3rd Conjugation -ō	Education/Knowledge 	655
DCC656	lilaLemma:126757	superbus -a -um 	overbearing, proud, haughty 	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	656
DCC657	lilaIpoLemma:1008	adversus -a -um 	"facing, opposed; unfavorable "	Adjective: 1st and 2nd Declension	War and Peace 	657
DCC658	lilaLemma:112776	morbus -ī m. 	sickness, disease 	Noun: 2nd Declension	The Body 	658
DCC659	lilaIpoLemma:39324	sānctus -a -um 	sacred, inviolable 	Adjective: 1st and 2nd Declension	Religion 	659
DCC660	lilaLemma:97171	commūnis -e 	common, general 	Adjective: 3rd Declension	The City 	660
DCC661	lilaLemma:98210	dēdūcō -dūcere -dūxī -ductum 	launch, lead away 	Verb: 3rd Conjugation -ō	Travel 	661
DCC662	lilaLemma:122104	rīpa -ae f. 	bank of a river 	Noun: 1st Declension	Earth and Water 	662
DCC663	lilaLemma:95456	concēdō -cēdere -cessī -cessum 	yield, withdraw 	Verb: 3rd Conjugation -ō	War and Peace 	663
DCC664	lilaLemma:105663	hōra -ae f. 	hour 	Noun: 1st Declension	Lengths of Time 	664
DCC665	lilaLemma:130065	vetō -āre vetuī vetītum 	forbid 	Verb: 1st Conjugation	Verbs of Compelling/Directing 	665
DCC666	lilaLemma:94751	cohors cohortis f. 	cohort, band, troop 	Noun: 3rd Declension	War and Peace 	666
DCC667	lilaLemma:104594	gīgnō gīgnere genuī genitum 	beget, bear, bring forth 	Verb: 3rd Conjugation -ō	Life and Being 	667
DCC668	lilaLemma:126911	superō -āre 	overcome, surpass, defeat 	Verb: 1st Conjugation	War and Peace 	668
DCC669	lilaLemma:111257	maestus -a -um 	"sad, sorrowful; depressing "	Adjective: 1st and 2nd Declension	Emotions 	669
DCC670	lilaLemma:111991	meminī meminisse 	remember, recollect 	Verb: Irregular 	Education/Knowledge 	670
DCC671	lilaLemma:106607	impleō -ēre -plēvī -plētum 	fill in, fill up 	Verb: 2nd Conjugation	Earth and Water 	671
DCC672	lilaLemma:111317	māgnitūdō -inis f. 	greatness, size 	Noun: 3rd Declension	Measurement 	672
DCC673	lilaLemma:129511	vacuus -a -um 	empty 	Adjective: 1st and 2nd Declension	Measurement 	673
DCC674	lilaLemma:129502	vagus -a -um 	wandering, shifting 	Adjective: 1st and 2nd Declension	Travel 	674
DCC675	lilaLemma:130957	vulgus -ī n. and m. 	the common people 	Noun: 2nd Declension	The City 	675
DCC676	lilaLemma:98257	deficiō -ficere -fēcī -fectum 	"fail, give out; revolt from "	Verb: 3rd Conjugation -iō	War and Peace 	676
DCC677	lilaLemma:114623	occurrō -currere -cucurrī -cursum 	"run to meet; come into one’s mind "	Verb: 3rd Conjugation -ō	Education/Knowledge 	677
DCC678	lilaLemma:125614	statuō -ere -uī -ūtum 	set up, determine 	Verb: 3rd Conjugation -ō	Justice 	678
DCC679	lilaLemma:106085	ideō 	for this reason 	Adverb 	Conjunctions/Adverbs 	679
DCC680	lilaLemma:119037	praemium -ī n. 	bounty, reward 	Noun: 2nd Declension	Business/Money 	680
DCC681	lilaLemma:120700	praetereā 	besides, moreover 	Adverb 	Conjunctions/Adverbs 	681
DCC682	lilaLemma:127957	tertius -a -um 	third 	Adjective: 1st and 2nd Declension	Measurement 	682
DCC683	lilaLemma:127036	supplicium -ī n. 	punishment, penalty 	Noun: 2nd Declension	Justice 	683
DCC684	lilaLemma:129625	vātēs -is m. 	poet, bard 	Noun: 3rd Declension	Writing/Poetry 	684
DCC685	lilaLemma:90464	astrum -ī n. 	"star; constellation "	Noun: 2nd Declension	Air and Fire 	685
DCC686	lilaLemma:130636	undique 	from all sides, on all sides 	Adverb 	Place 	686
DCC687	lilaLemma:92575	canis -is m./f. 	dog 	Noun: 3rd Declension	Animals/Plants 	687
DCC688	lilaLemma:100577	ēdō ēdere ēdidī ēditum 	put forth, state, explain 	Verb: 3rd Conjugation -ō	Speech/Oratory 	688
DCC689	lilaLemma:102985	fateor fatērī fassus sum 	"admit, confess; profess, declare; assent, say yes "	Verb: Deponent 	Justice 	689
DCC690	lilaLemma:89461	amīcitia -ae f. 	friendship 	Noun: 1st Declension	Social Life 	690
DCC691	lilaLemma:90754	aureus -a -um 	"golden; splendid "	Adjective: 1st and 2nd Declension	Business/Money 	691
DCC692	lilaLemma:92556	candidus -a -um 	white, fair 	Adjective: 1st and 2nd Declension	Vision 	692
DCC693	lilaLemma:108499	interim 	meanwhile 	Adverb 	Time 	693
DCC694	lilaLemma:103886	frūstrā 	in vain 	Adverb 	Conjunctions/Adverbs 	694
DCC695	lilaLemma:111102	lateō latēre latuī 	lie hidden, be hidden 	Verb: 2nd Conjugation	Deception 	695
DCC696	lilaLemma:115330	os ossis n. 	bone 	Noun: 3rd Declension	The Body 	696
DCC697	lilaLemma:123986	sēcūrus -a -um 	"free from care, tranquil; careless "	Adjective: 1st and 2nd Declension	Personality Traits/Characteristics 	697
DCC698	lilaLemma:96424	conveniō -venīre -vēnī -ventum 	"assemble, meet; agree "	Verb: 4th Conjugation	Social Life 	698
DCC699	lilaLemma:108471	interficiō -ficere -fēcī -fectum 	kill 	Verb: 3rd Conjugation -iō	Violence 	699
DCC700	lilaLemma:89580	appellō -pellāre 	call, address, name 	Verb: 1st Conjugation	Social Life 	700
DCC701	lilaLemma:100037	dolus -ī m. 	artifice, device, trick 	Noun: 2nd Declension	Deception 	701
DCC702	lilaLemma:117085	permittō -mittere -mīsī -missum 	yield, allow, permit 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	702
DCC703	lilaLemma:125406	spīritus -ūs m. 	breath, life, spirit 	Noun: 4th Declension	Life and Being 	703
DCC704	lilaLemma:108726	intrā 	within (+ acc.) 	Preposition 	Place 	704
DCC705	lilaLemma:127920	terreō terrēre terruī territum 	terrify, frighten 	Verb: 2nd Conjugation	Emotions 	705
DCC706	lilaLemma:103593	fōns fontis m. 	spring, fountain 	Noun: 3rd Declension	Earth and Water 	706
DCC707	lilaLemma:108842	invidia -ae f. 	envy, jealousy, hatred 	Noun: 1st Declension	Emotions 	707
DCC708	lilaLemma:120417	pugnō -āre 	fight 	Verb: 1st Conjugation	Violence 	708
DCC709	lilaLemma:90673	augeō augēre auxī auctum 	increase 	Verb: 2nd Conjugation	Making/Doing 	709
DCC710	lilaLemma:110668	littera -ae f. 	letter, (pl.) literature 	Noun: 1st Declension	Writing/Poetry 	710
DCC711	lilaLemma:112665	moneō monēre monuī monitum 	warn, advise 	Verb: 2nd Conjugation	Speech/Oratory 	711
DCC712	lilaLemma:99899	dīvitiae -ārum f. pl. 	riches, wealth 	Noun: 1st Declension	Business/Money 	712
DCC713	lilaLemma:102164	experior -perīrī -pertus sum 	try thoroughly, test, experience 	Verb: Deponent 	Education/Knowledge 	713
DCC714	lilaLemma:83429	superī -ōrum m. pl. 	those above, i.e. the gods 	Noun: 2nd Declension	Religion 	714
DCC715	lilaLemma:115422	ōtium -ī n. 	leisure 	Noun: 2nd Declension	Social Life 	715
DCC716	lilaLemma:130026	vestīgium -ī n. 	footstep, footprint, track 	Noun: 2nd Declension	Travel 	716
DCC717	lilaLemma:124907	sinō sinere sīvī situm 	allow, let go 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	717
DCC718	lilaLemma:98057	decet decēre decuīt 	it is right, proper, fitting (+ acc. + infin.) 	Verb: Impersonal 	Personality Traits/Characteristics 	718
DCC719	lilaLemma:100687	effundō -fundere -fūdī -fūsum 	pour out 	Verb: 3rd Conjugation -ō	Earth and Water 	719
DCC720	lilaLemma:119845	prōmittō -mittere -mīsī -missum 	send forth, offer 	Verb: 3rd Conjugation -ō	Verbs of Compelling/Directing 	720
DCC721	lilaLemma:103319	fingō fingere fīnxī fīctum 	"shape; invent "	Verb: 3rd Conjugation -ō	Making/Doing 	721
DCC722	lilaLemma:122736	respicio -ere -spēxī -spectum 	look back, regard, consider 	Verb: 3rd Conjugation -iō	Vision 	722
DCC723	lilaLemma:106515	imperātor -ōris m. 	commander 	Noun: 3rd Declension	War and Peace 	723
DCC724	lilaLemma:129468	vacō vacāre 	be empty, open, unoccupied 	Verb: 1st Conjugation	Measurement 	724
DCC725	lilaLemma:94940	color -ōris m. 	color 	Noun: 3rd Declension	Vision 	725
